"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","2019",1.49348185408951,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","2020",-1.99459349727424,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","2021",4.85569652737126,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","2022",3.81900927748876,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","2023",0.704176107936574,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","2024",1.4005391815684,
"FIN","REALGDPFORECAST","TOT","AGRWTH","A","1961",7.60511276055878,
"FIN","REALGDPFORECAST","TOT","AGRWTH","A","1962",2.98175246826521,
"FIN","REALGDPFORECAST","TOT","AGRWTH","A","1963",3.28489802906112,
"FIN","REALGDPFORECAST","TOT","AGRWTH","A","1964",5.23889441405619,
"FIN","REALGDPFORECAST","TOT","AGRWTH","A","1965",5.30294826992159,
"FIN","REALGDPFORECAST","TOT","AGRWTH","A","1966",2.37258347978918,
"FIN","REALGDPFORECAST","TOT","AGRWTH","A","1967",2.16875171217249,
"FIN","REALGDPFORECAST","TOT","AGRWTH","A","1968",2.30325780935774,
"FIN","REALGDPFORECAST","TOT","AGRWTH","A","1969",9.5935769076199,
"FIN","REALGDPFORECAST","TOT","AGRWTH","A","1970",7.47032516760608,
"FIN","REALGDPFORECAST","TOT","AGRWTH","A","1971",2.06362026191812,
"FIN","REALGDPFORECAST","TOT","AGRWTH","A","1972",7.59971540996946,
"FIN","REALGDPFORECAST","TOT","AGRWTH","A","1973",6.60076917886773,
"FIN","REALGDPFORECAST","TOT","AGRWTH","A","1974",3.07418683106204,
"FIN","REALGDPFORECAST","TOT","AGRWTH","A","1975",1.06908197727989,
"FIN","REALGDPFORECAST","TOT","AGRWTH","A","1976",0.165341538107676,
"FIN","REALGDPFORECAST","TOT","AGRWTH","A","1977",0.602859275420509,
"FIN","REALGDPFORECAST","TOT","AGRWTH","A","1978",2.50114142221205,
"FIN","REALGDPFORECAST","TOT","AGRWTH","A","1979",6.72318035662095,
"FIN","REALGDPFORECAST","TOT","AGRWTH","A","1980",5.08927756257216,
"FIN","REALGDPFORECAST","TOT","AGRWTH","A","1981",1.27337941990526,
"FIN","REALGDPFORECAST","TOT","AGRWTH","A","1982",3.09685167710401,
"FIN","REALGDPFORECAST","TOT","AGRWTH","A","1983",3.06920571523659,
"FIN","REALGDPFORECAST","TOT","AGRWTH","A","1984",2.98703695160785,
"FIN","REALGDPFORECAST","TOT","AGRWTH","A","1985",3.22739591032244,
"FIN","REALGDPFORECAST","TOT","AGRWTH","A","1986",2.75439357778303,
"FIN","REALGDPFORECAST","TOT","AGRWTH","A","1987",3.61912604651604,
"FIN","REALGDPFORECAST","TOT","AGRWTH","A","1988",5.15349424842359,
"FIN","REALGDPFORECAST","TOT","AGRWTH","A","1989",5.41737318928324,
"FIN","REALGDPFORECAST","TOT","AGRWTH","A","1990",0.14246847310566,
"FIN","REALGDPFORECAST","TOT","AGRWTH","A","1991",-5.88582397270013,
"FIN","REALGDPFORECAST","TOT","AGRWTH","A","1992",-3.29427939054698,
"FIN","REALGDPFORECAST","TOT","AGRWTH","A","1993",-0.663177628495548,
"FIN","REALGDPFORECAST","TOT","AGRWTH","A","1994",3.96080867493375,
"FIN","REALGDPFORECAST","TOT","AGRWTH","A","1995",4.22213481786276,
"FIN","REALGDPFORECAST","TOT","AGRWTH","A","1996",3.67007765440163,
"FIN","REALGDPFORECAST","TOT","AGRWTH","A","1997",6.28574628798645,
"FIN","REALGDPFORECAST","TOT","AGRWTH","A","1998",5.45427001962773,
"FIN","REALGDPFORECAST","TOT","AGRWTH","A","1999",4.38082032640672,
"FIN","REALGDPFORECAST","TOT","AGRWTH","A","2000",5.75690667241101,
"FIN","REALGDPFORECAST","TOT","AGRWTH","A","2001",2.60945332744905,
"FIN","REALGDPFORECAST","TOT","AGRWTH","A","2002",1.70605555984428,
"FIN","REALGDPFORECAST","TOT","AGRWTH","A","2003",2.00381679389313,
"FIN","REALGDPFORECAST","TOT","AGRWTH","A","2004",3.9921549451484,
"FIN","REALGDPFORECAST","TOT","AGRWTH","A","2005",2.77835986813524,
"FIN","REALGDPFORECAST","TOT","AGRWTH","A","2006",4.02902168669906,
"FIN","REALGDPFORECAST","TOT","AGRWTH","A","2007",5.29893447677504,
"FIN","REALGDPFORECAST","TOT","AGRWTH","A","2008",0.785825184539536,
"FIN","REALGDPFORECAST","TOT","AGRWTH","A","2009",-8.0744474323113,
"FIN","REALGDPFORECAST","TOT","AGRWTH","A","2010",3.18497866064297,
"FIN","REALGDPFORECAST","TOT","AGRWTH","A","2011",2.54816390686808,
"FIN","REALGDPFORECAST","TOT","AGRWTH","A","2012",-1.39801527212444,
"FIN","REALGDPFORECAST","TOT","AGRWTH","A","2013",-0.901235147701122,
"FIN","REALGDPFORECAST","TOT","AGRWTH","A","2014",-0.365857704100734,
"FIN","REALGDPFORECAST","TOT","AGRWTH","A","2015",0.545093916923121,
"FIN","REALGDPFORECAST","TOT","AGRWTH","A","2016",2.81145776663434,
"FIN","REALGDPFORECAST","TOT","AGRWTH","A","2017",3.19379003165722,
"FIN","REALGDPFORECAST","TOT","AGRWTH","A","2018",1.13881098145531,
"FIN","REALGDPFORECAST","TOT","AGRWTH","A","2019",1.22386177768568,
"FIN","REALGDPFORECAST","TOT","AGRWTH","A","2020",-2.35584649758928,
"FIN","REALGDPFORECAST","TOT","AGRWTH","A","2021",3.04741513894465,
"FIN","REALGDPFORECAST","TOT","AGRWTH","A","2022",2.13919020699327,
"FIN","REALGDPFORECAST","TOT","AGRWTH","A","2023",-0.0154109537467524,
"FIN","REALGDPFORECAST","TOT","AGRWTH","A","2024",1.16753757720162,
"FRA","REALGDPFORECAST","TOT","AGRWTH","A","1961",5.12170071099064,
"FRA","REALGDPFORECAST","TOT","AGRWTH","A","1962",6.54303414178074,
"FRA","REALGDPFORECAST","TOT","AGRWTH","A","1963",6.42838084885629,
"FRA","REALGDPFORECAST","TOT","AGRWTH","A","1964",6.57101843822004,
"FRA","REALGDPFORECAST","TOT","AGRWTH","A","1965",4.86159272050555,
"FRA","REALGDPFORECAST","TOT","AGRWTH","A","1966",5.23491739588484,
"FRA","REALGDPFORECAST","TOT","AGRWTH","A","1967",4.9516097705787,
"FRA","REALGDPFORECAST","TOT","AGRWTH","A","1968",4.41587790210453,
"FRA","REALGDPFORECAST","TOT","AGRWTH","A","1969",7.18706276828274,
"FRA","REALGDPFORECAST","TOT","AGRWTH","A","1970",6.08717862544111,
"FRA","REALGDPFORECAST","TOT","AGRWTH","A","1971",5.32188819447615,
"FRA","REALGDPFORECAST","TOT","AGRWTH","A","1972",4.6007117814509,
"FRA","REALGDPFORECAST","TOT","AGRWTH","A","1973",6.26598097753256,
"FRA","REALGDPFORECAST","TOT","AGRWTH","A","1974",4.30255804664949,
"FRA","REALGDPFORECAST","TOT","AGRWTH","A","1975",-0.995725489015925,
"FRA","REALGDPFORECAST","TOT","AGRWTH","A","1976",4.29831953913078,
"FRA","REALGDPFORECAST","TOT","AGRWTH","A","1977",3.49225300518257,
"FRA","REALGDPFORECAST","TOT","AGRWTH","A","1978",3.99357144244491,
"FRA","REALGDPFORECAST","TOT","AGRWTH","A","1979",3.52150751000273,
"FRA","REALGDPFORECAST","TOT","AGRWTH","A","1980",1.57601768690191,
"FRA","REALGDPFORECAST","TOT","AGRWTH","A","1981",1.06452510610206,
"FRA","REALGDPFORECAST","TOT","AGRWTH","A","1982",2.45805617472177,
"FRA","REALGDPFORECAST","TOT","AGRWTH","A","1983",1.24558641376096,
"FRA","REALGDPFORECAST","TOT","AGRWTH","A","1984",1.58467002919571,
"FRA","REALGDPFORECAST","TOT","AGRWTH","A","1985",1.72174165073227,
"FRA","REALGDPFORECAST","TOT","AGRWTH","A","1986",2.27469495681373,
"FRA","REALGDPFORECAST","TOT","AGRWTH","A","1987",2.5741422330501,
"FRA","REALGDPFORECAST","TOT","AGRWTH","A","1988",4.59181732074343,
"FRA","REALGDPFORECAST","TOT","AGRWTH","A","1989",4.53326588724609,
"FRA","REALGDPFORECAST","TOT","AGRWTH","A","1990",2.88951756739625,
"FRA","REALGDPFORECAST","TOT","AGRWTH","A","1991",1.08980827992059,
"FRA","REALGDPFORECAST","TOT","AGRWTH","A","1992",1.48725912986772,
"FRA","REALGDPFORECAST","TOT","AGRWTH","A","1993",-0.6835852474363,
"FRA","REALGDPFORECAST","TOT","AGRWTH","A","1994",2.42567779429044,
"FRA","REALGDPFORECAST","TOT","AGRWTH","A","1995",2.21096240393512,
"FRA","REALGDPFORECAST","TOT","AGRWTH","A","1996",1.32882620868467,
"FRA","REALGDPFORECAST","TOT","AGRWTH","A","1997",2.35636611311714,
"FRA","REALGDPFORECAST","TOT","AGRWTH","A","1998",3.59843365831906,
"FRA","REALGDPFORECAST","TOT","AGRWTH","A","1999",3.28474959441554,
"FRA","REALGDPFORECAST","TOT","AGRWTH","A","2000",4.13219266030035,
"FRA","REALGDPFORECAST","TOT","AGRWTH","A","2001",1.93110300154396,
"FRA","REALGDPFORECAST","TOT","AGRWTH","A","2002",1.17623821279365,
"FRA","REALGDPFORECAST","TOT","AGRWTH","A","2003",0.842607480369908,
"FRA","REALGDPFORECAST","TOT","AGRWTH","A","2004",2.53169496680214,
"FRA","REALGDPFORECAST","TOT","AGRWTH","A","2005",1.74806773833111,
"FRA","REALGDPFORECAST","TOT","AGRWTH","A","2006",2.651057917297,
"FRA","REALGDPFORECAST","TOT","AGRWTH","A","2007",2.38379821554825,
"FRA","REALGDPFORECAST","TOT","AGRWTH","A","2008",0.145090734183996,
"FRA","REALGDPFORECAST","TOT","AGRWTH","A","2009",-2.78547403779057,
"FRA","REALGDPFORECAST","TOT","AGRWTH","A","2010",1.80201297233047,
"FRA","REALGDPFORECAST","TOT","AGRWTH","A","2011",2.2287545652629,
"FRA","REALGDPFORECAST","TOT","AGRWTH","A","2012",0.368897015700653,
"FRA","REALGDPFORECAST","TOT","AGRWTH","A","2013",0.690027072832523,
"FRA","REALGDPFORECAST","TOT","AGRWTH","A","2014",0.963919048381431,
"FRA","REALGDPFORECAST","TOT","AGRWTH","A","2015",1.04839598434371,
"FRA","REALGDPFORECAST","TOT","AGRWTH","A","2016",0.985838157385216,
"FRA","REALGDPFORECAST","TOT","AGRWTH","A","2017",2.45425392844173,
"FRA","REALGDPFORECAST","TOT","AGRWTH","A","2018",1.8219079572388,
"FRA","REALGDPFORECAST","TOT","AGRWTH","A","2019",1.88544400445034,
"FRA","REALGDPFORECAST","TOT","AGRWTH","A","2020",-7.67700936270491,
"FRA","REALGDPFORECAST","TOT","AGRWTH","A","2021",6.37324365989205,
"FRA","REALGDPFORECAST","TOT","AGRWTH","A","2022",2.51558349800186,
"FRA","REALGDPFORECAST","TOT","AGRWTH","A","2023",0.770260005372188,
"FRA","REALGDPFORECAST","TOT","AGRWTH","A","2024",1.27211151997821,
"DEU","REALGDPFORECAST","TOT","AGRWTH","A","1992",1.49890085994849,
"DEU","REALGDPFORECAST","TOT","AGRWTH","A","1993",-0.99119420465883,
"DEU","REALGDPFORECAST","TOT","AGRWTH","A","1994",2.46226642423711,
"DEU","REALGDPFORECAST","TOT","AGRWTH","A","1995",1.61086306115031,
"DEU","REALGDPFORECAST","TOT","AGRWTH","A","1996",0.851169445498876,
"DEU","REALGDPFORECAST","TOT","AGRWTH","A","1997",1.86509683567102,
"DEU","REALGDPFORECAST","TOT","AGRWTH","A","1998",1.79299471414324,
"DEU","REALGDPFORECAST","TOT","AGRWTH","A","1999",1.74593215341898,
"DEU","REALGDPFORECAST","TOT","AGRWTH","A","2000",3.13874560756014,
"DEU","REALGDPFORECAST","TOT","AGRWTH","A","2001",1.81467438302401,
"DEU","REALGDPFORECAST","TOT","AGRWTH","A","2002",-0.165758001772492,
"DEU","REALGDPFORECAST","TOT","AGRWTH","A","2003",-0.710636019237217,
"DEU","REALGDPFORECAST","TOT","AGRWTH","A","2004",0.701027794137204,
"DEU","REALGDPFORECAST","TOT","AGRWTH","A","2005",0.903016755130532,
"DEU","REALGDPFORECAST","TOT","AGRWTH","A","2006",3.99527157895379,
"DEU","REALGDPFORECAST","TOT","AGRWTH","A","2007",3.08950362031427,
"DEU","REALGDPFORECAST","TOT","AGRWTH","A","2008",0.686631855774566,
"DEU","REALGDPFORECAST","TOT","AGRWTH","A","2009",-5.64011581686344,
"DEU","REALGDPFORECAST","TOT","AGRWTH","A","2010",4.04432768048766,
"DEU","REALGDPFORECAST","TOT","AGRWTH","A","2011",3.9879352707183,
"DEU","REALGDPFORECAST","TOT","AGRWTH","A","2012",0.615592683245208,
"DEU","REALGDPFORECAST","TOT","AGRWTH","A","2013",0.551913527353066,
"DEU","REALGDPFORECAST","TOT","AGRWTH","A","2014",2.20861020531649,
"DEU","REALGDPFORECAST","TOT","AGRWTH","A","2015",1.23872327858181,
"DEU","REALGDPFORECAST","TOT","AGRWTH","A","2016",2.14443339013367,
"DEU","REALGDPFORECAST","TOT","AGRWTH","A","2017",2.97886339763209,
"DEU","REALGDPFORECAST","TOT","AGRWTH","A","2018",1.00868223255252,
"DEU","REALGDPFORECAST","TOT","AGRWTH","A","2019",1.08801391621817,
"DEU","REALGDPFORECAST","TOT","AGRWTH","A","2020",-4.06307605229916,
"DEU","REALGDPFORECAST","TOT","AGRWTH","A","2021",2.58138902611145,
"DEU","REALGDPFORECAST","TOT","AGRWTH","A","2022",1.88913751405361,
"DEU","REALGDPFORECAST","TOT","AGRWTH","A","2023",-0.00150711109401716,
"DEU","REALGDPFORECAST","TOT","AGRWTH","A","2024",1.27930862997348,
"GRC","REALGDPFORECAST","TOT","AGRWTH","A","1996",2.86215857478336,
"GRC","REALGDPFORECAST","TOT","AGRWTH","A","1997",4.48417742797952,
"GRC","REALGDPFORECAST","TOT","AGRWTH","A","1998",3.89492981244296,
"GRC","REALGDPFORECAST","TOT","AGRWTH","A","1999",3.07261202108424,
"GRC","REALGDPFORECAST","TOT","AGRWTH","A","2000",3.91972476932948,
"GRC","REALGDPFORECAST","TOT","AGRWTH","A","2001",4.13163376244855,
"GRC","REALGDPFORECAST","TOT","AGRWTH","A","2002",3.9228514865729,
"GRC","REALGDPFORECAST","TOT","AGRWTH","A","2003",5.79456042669707,
"GRC","REALGDPFORECAST","TOT","AGRWTH","A","2004",5.06096314309561,
"GRC","REALGDPFORECAST","TOT","AGRWTH","A","2005",0.599152532283721,
"GRC","REALGDPFORECAST","TOT","AGRWTH","A","2006",5.65242742044503,
"GRC","REALGDPFORECAST","TOT","AGRWTH","A","2007",3.27375605670719,
"GRC","REALGDPFORECAST","TOT","AGRWTH","A","2008",-0.335185929115789,
"GRC","REALGDPFORECAST","TOT","AGRWTH","A","2009",-4.30070711577629,
"GRC","REALGDPFORECAST","TOT","AGRWTH","A","2010",-5.47863183566073,
"GRC","REALGDPFORECAST","TOT","AGRWTH","A","2011",-10.1493247279547,
"GRC","REALGDPFORECAST","TOT","AGRWTH","A","2012",-7.08671230499297,
"GRC","REALGDPFORECAST","TOT","AGRWTH","A","2013",-2.51599064394905,
"GRC","REALGDPFORECAST","TOT","AGRWTH","A","2014",0.475725599518304,
"GRC","REALGDPFORECAST","TOT","AGRWTH","A","2015",-0.196077987543813,
"GRC","REALGDPFORECAST","TOT","AGRWTH","A","2016",-0.487217417583259,
"GRC","REALGDPFORECAST","TOT","AGRWTH","A","2017",1.09219096847124,
"GRC","REALGDPFORECAST","TOT","AGRWTH","A","2018",1.66840917224879,
"GRC","REALGDPFORECAST","TOT","AGRWTH","A","2019",1.80356977537701,
"GRC","REALGDPFORECAST","TOT","AGRWTH","A","2020",-9.01910857160282,
"GRC","REALGDPFORECAST","TOT","AGRWTH","A","2021",8.33607657289376,
"GRC","REALGDPFORECAST","TOT","AGRWTH","A","2022",6.14603719954244,
"GRC","REALGDPFORECAST","TOT","AGRWTH","A","2023",2.17384042810202,
"GRC","REALGDPFORECAST","TOT","AGRWTH","A","2024",1.91987073898499,
"HUN","REALGDPFORECAST","TOT","AGRWTH","A","1992",-3.06418034517889,
"HUN","REALGDPFORECAST","TOT","AGRWTH","A","1993",-0.57610851728609,
"HUN","REALGDPFORECAST","TOT","AGRWTH","A","1994",2.94715455676787,
"HUN","REALGDPFORECAST","TOT","AGRWTH","A","1995",1.48952547541325,
"HUN","REALGDPFORECAST","TOT","AGRWTH","A","1996",0.0824132976075082,
"HUN","REALGDPFORECAST","TOT","AGRWTH","A","1997",3.1431221936127,
"HUN","REALGDPFORECAST","TOT","AGRWTH","A","1998",3.90000450119636,
"HUN","REALGDPFORECAST","TOT","AGRWTH","A","1999",3.0710268664908,
"HUN","REALGDPFORECAST","TOT","AGRWTH","A","2000",4.47919473197572,
"HUN","REALGDPFORECAST","TOT","AGRWTH","A","2001",4.07408803273855,
"HUN","REALGDPFORECAST","TOT","AGRWTH","A","2002",4.74128654648269,
"HUN","REALGDPFORECAST","TOT","AGRWTH","A","2003",4.07424974585209,
"HUN","REALGDPFORECAST","TOT","AGRWTH","A","2004",5.00462069164915,
"HUN","REALGDPFORECAST","TOT","AGRWTH","A","2005",4.29427761009179,
"HUN","REALGDPFORECAST","TOT","AGRWTH","A","2006",3.94606688029319,
"HUN","REALGDPFORECAST","TOT","AGRWTH","A","2007",0.277372772325799,
"HUN","REALGDPFORECAST","TOT","AGRWTH","A","2008",1.00394302900897,
"HUN","REALGDPFORECAST","TOT","AGRWTH","A","2009",-6.5978672185017,
"HUN","REALGDPFORECAST","TOT","AGRWTH","A","2010",1.07625404277669,
"HUN","REALGDPFORECAST","TOT","AGRWTH","A","2011",1.86683747544299,
"HUN","REALGDPFORECAST","TOT","AGRWTH","A","2012",-1.25022602347064,
"HUN","REALGDPFORECAST","TOT","AGRWTH","A","2013",1.80252210082266,
"HUN","REALGDPFORECAST","TOT","AGRWTH","A","2014",4.23220980614269,
"HUN","REALGDPFORECAST","TOT","AGRWTH","A","2015",3.70731597936259,
"HUN","REALGDPFORECAST","TOT","AGRWTH","A","2016",2.20100189293856,
"HUN","REALGDPFORECAST","TOT","AGRWTH","A","2017",4.27197601620695,
"HUN","REALGDPFORECAST","TOT","AGRWTH","A","2018",5.36234836176223,
"HUN","REALGDPFORECAST","TOT","AGRWTH","A","2019",4.86422573511891,
"HUN","REALGDPFORECAST","TOT","AGRWTH","A","2020",-4.53555083281567,
"HUN","REALGDPFORECAST","TOT","AGRWTH","A","2021",7.20000034603936,
"HUN","REALGDPFORECAST","TOT","AGRWTH","A","2022",4.5779057692603,
"HUN","REALGDPFORECAST","TOT","AGRWTH","A","2023",-0.0355305805841143,
"HUN","REALGDPFORECAST","TOT","AGRWTH","A","2024",2.46753483181206,
"ISL","REALGDPFORECAST","TOT","AGRWTH","A","1961",-0.0835797193812357,
"ISL","REALGDPFORECAST","TOT","AGRWTH","A","1962",8.31268233006076,
"ISL","REALGDPFORECAST","TOT","AGRWTH","A","1963",10.2831436377148,
"ISL","REALGDPFORECAST","TOT","AGRWTH","A","1964",9.91692854454267,
"ISL","REALGDPFORECAST","TOT","AGRWTH","A","1965",7.28927752293588,
"ISL","REALGDPFORECAST","TOT","AGRWTH","A","1966",8.7365741050022,
"ISL","REALGDPFORECAST","TOT","AGRWTH","A","1967",-1.2683373039983,
"ISL","REALGDPFORECAST","TOT","AGRWTH","A","1968",-5.47454591967258,
"ISL","REALGDPFORECAST","TOT","AGRWTH","A","1969",2.37428226602793,
"ISL","REALGDPFORECAST","TOT","AGRWTH","A","1970",7.45922078293245,
"ISL","REALGDPFORECAST","TOT","AGRWTH","A","1971",13.060837644862,
"ISL","REALGDPFORECAST","TOT","AGRWTH","A","1972",6.17733444687389,
"ISL","REALGDPFORECAST","TOT","AGRWTH","A","1973",6.80600972160849,
"ISL","REALGDPFORECAST","TOT","AGRWTH","A","1974",5.7062921375172,
"ISL","REALGDPFORECAST","TOT","AGRWTH","A","1975",0.646155077218673,
"ISL","REALGDPFORECAST","TOT","AGRWTH","A","1976",5.95936751665507,
"ISL","REALGDPFORECAST","TOT","AGRWTH","A","1977",8.82227724710293,
"ISL","REALGDPFORECAST","TOT","AGRWTH","A","1978",6.01671459502974,
"ISL","REALGDPFORECAST","TOT","AGRWTH","A","1979",4.86058238480723,
"ISL","REALGDPFORECAST","TOT","AGRWTH","A","1980",5.74792071024493,
"ISL","REALGDPFORECAST","TOT","AGRWTH","A","1981",4.26500710375199,
"ISL","REALGDPFORECAST","TOT","AGRWTH","A","1982",2.15456624187178,
"ISL","REALGDPFORECAST","TOT","AGRWTH","A","1983",-2.15116170128198,
"ISL","REALGDPFORECAST","TOT","AGRWTH","A","1984",4.12911822800855,
"ISL","REALGDPFORECAST","TOT","AGRWTH","A","1985",3.29284138718891,
"ISL","REALGDPFORECAST","TOT","AGRWTH","A","1986",6.27054195990393,
"ISL","REALGDPFORECAST","TOT","AGRWTH","A","1987",8.54593975128148,
"ISL","REALGDPFORECAST","TOT","AGRWTH","A","1988",-0.0897260320420562,
"ISL","REALGDPFORECAST","TOT","AGRWTH","A","1989",0.25843985424333,
"ISL","REALGDPFORECAST","TOT","AGRWTH","A","1990",1.16937033164966,
"ISL","REALGDPFORECAST","TOT","AGRWTH","A","1991",-0.223525510943508,
"ISL","REALGDPFORECAST","TOT","AGRWTH","A","1992",-3.37389414345574,
"ISL","REALGDPFORECAST","TOT","AGRWTH","A","1993",1.31344946568389,
"ISL","REALGDPFORECAST","TOT","AGRWTH","A","1994",3.60885793453503,
"ISL","REALGDPFORECAST","TOT","AGRWTH","A","1995",0.116583706184393,
"ISL","REALGDPFORECAST","TOT","AGRWTH","A","1996",4.56712354663699,
"ISL","REALGDPFORECAST","TOT","AGRWTH","A","1997",5.77161243528168,
"ISL","REALGDPFORECAST","TOT","AGRWTH","A","1998",7.36280095686558,
"ISL","REALGDPFORECAST","TOT","AGRWTH","A","1999",4.03492353428226,
"ISL","REALGDPFORECAST","TOT","AGRWTH","A","2000",4.98504276167094,
"ISL","REALGDPFORECAST","TOT","AGRWTH","A","2001",4.013497571087,
"ISL","REALGDPFORECAST","TOT","AGRWTH","A","2002",0.559519073921423,
"ISL","REALGDPFORECAST","TOT","AGRWTH","A","2003",2.14268838860284,
"ISL","REALGDPFORECAST","TOT","AGRWTH","A","2004",7.80239946879065,
"ISL","REALGDPFORECAST","TOT","AGRWTH","A","2005",6.12443901099268,
"ISL","REALGDPFORECAST","TOT","AGRWTH","A","2006",6.31699305319611,
"ISL","REALGDPFORECAST","TOT","AGRWTH","A","2007",8.45486011548361,
"ISL","REALGDPFORECAST","TOT","AGRWTH","A","2008",2.20949639369984,
"ISL","REALGDPFORECAST","TOT","AGRWTH","A","2009",-7.66380952810014,
"ISL","REALGDPFORECAST","TOT","AGRWTH","A","2010",-2.83277492861706,
"ISL","REALGDPFORECAST","TOT","AGRWTH","A","2011",1.84577917812917,
"ISL","REALGDPFORECAST","TOT","AGRWTH","A","2012",1.0636365680856,
"ISL","REALGDPFORECAST","TOT","AGRWTH","A","2013",4.5524603162561,
"ISL","REALGDPFORECAST","TOT","AGRWTH","A","2014",1.68721502096776,
"ISL","REALGDPFORECAST","TOT","AGRWTH","A","2015",4.43666372876759,
"ISL","REALGDPFORECAST","TOT","AGRWTH","A","2016",6.30368712484739,
"ISL","REALGDPFORECAST","TOT","AGRWTH","A","2017",4.19494881022717,
"ISL","REALGDPFORECAST","TOT","AGRWTH","A","2018",4.88917300599567,
"ISL","REALGDPFORECAST","TOT","AGRWTH","A","2019",1.80516103099486,
"ISL","REALGDPFORECAST","TOT","AGRWTH","A","2020",-7.24187204182397,
"ISL","REALGDPFORECAST","TOT","AGRWTH","A","2021",4.33340202871321,
"ISL","REALGDPFORECAST","TOT","AGRWTH","A","2022",6.44456634272639,
"ISL","REALGDPFORECAST","TOT","AGRWTH","A","2023",4.38253088129214,
"ISL","REALGDPFORECAST","TOT","AGRWTH","A","2024",2.60974867482026,
"IRL","REALGDPFORECAST","TOT","AGRWTH","A","1991",1.92963953755216,
"IRL","REALGDPFORECAST","TOT","AGRWTH","A","1992",3.34327424355997,
"IRL","REALGDPFORECAST","TOT","AGRWTH","A","1993",2.69260917204577,
"IRL","REALGDPFORECAST","TOT","AGRWTH","A","1994",5.75582700072606,
"IRL","REALGDPFORECAST","TOT","AGRWTH","A","1995",9.6344223085399,
"IRL","REALGDPFORECAST","TOT","AGRWTH","A","1996",6.98391221007336,
"IRL","REALGDPFORECAST","TOT","AGRWTH","A","1997",10.4858217553245,
"IRL","REALGDPFORECAST","TOT","AGRWTH","A","1998",8.92442811478191,
"IRL","REALGDPFORECAST","TOT","AGRWTH","A","1999",10.0298828061082,
"IRL","REALGDPFORECAST","TOT","AGRWTH","A","2000",8.53991496758888,
"IRL","REALGDPFORECAST","TOT","AGRWTH","A","2001",5.26819015603875,
"IRL","REALGDPFORECAST","TOT","AGRWTH","A","2002",5.23072056435611,
"IRL","REALGDPFORECAST","TOT","AGRWTH","A","2003",4.0486304589921,
"IRL","REALGDPFORECAST","TOT","AGRWTH","A","2004",6.22877688668552,
"IRL","REALGDPFORECAST","TOT","AGRWTH","A","2005",6.02084725625777,
"IRL","REALGDPFORECAST","TOT","AGRWTH","A","2006",5.24438692030786,
"IRL","REALGDPFORECAST","TOT","AGRWTH","A","2007",5.28075006802236,
"IRL","REALGDPFORECAST","TOT","AGRWTH","A","2008",-4.32458832583062,
"IRL","REALGDPFORECAST","TOT","AGRWTH","A","2009",-5.72591687390327,
"IRL","REALGDPFORECAST","TOT","AGRWTH","A","2010",1.11601375866232,
"IRL","REALGDPFORECAST","TOT","AGRWTH","A","2011",2.32855381443329,
"IRL","REALGDPFORECAST","TOT","AGRWTH","A","2012",-0.0885233318051499,
"IRL","REALGDPFORECAST","TOT","AGRWTH","A","2013",1.55879782636255,
"IRL","REALGDPFORECAST","TOT","AGRWTH","A","2014",8.23191746332776,
"IRL","REALGDPFORECAST","TOT","AGRWTH","A","2015",22.8406901474785,
"IRL","REALGDPFORECAST","TOT","AGRWTH","A","2016",2.25685268751299,
"IRL","REALGDPFORECAST","TOT","AGRWTH","A","2017",9.4935484882472,
"IRL","REALGDPFORECAST","TOT","AGRWTH","A","2018",8.82396359530375,
"IRL","REALGDPFORECAST","TOT","AGRWTH","A","2019",5.62040449825655,
"IRL","REALGDPFORECAST","TOT","AGRWTH","A","2020",5.64426733207025,
"IRL","REALGDPFORECAST","TOT","AGRWTH","A","2021",13.4076015809414,
